task,split,model_name,model_version,tenant_id,horizon_hours,quantile,metric_name,metric_value,sample_count,target_start,target_end,notes
load,test,model,stage4_v1,Textile_C,1,,corrected_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,1,,negative_raw_prediction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,1,,nighttime_correction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,MAE,42.14544046405899,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,RMSE,92.24840885689984,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,WAPE,0.4744196236658854,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,normalized_MAE_by_mean_target,0.47441962366588547,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,bias,17.584359215009535,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,maximum_absolute_error,598.3668715136438,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,pinball_p10,8.883578663630558,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,pinball_p50,21.072720232029496,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,pinball_p90,97.79513059346532,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,mean_pinball_loss,42.58380982970846,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,empirical_coverage,1.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,nominal_coverage,0.8,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,coverage_error,0.19999999999999996,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,average_interval_width,1066.7870925709592,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,normalized_interval_width,12.008528690564694,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,below_interval_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,above_interval_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,raw_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,corrected_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,negative_raw_prediction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Warehouse_D,1,,nighttime_correction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,MAE,24.578994657197086,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,RMSE,31.614439314919398,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,WAPE,0.02421299677335538,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,normalized_MAE_by_mean_target,0.024212996773355377,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,bias,8.22189537965447,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,maximum_absolute_error,206.41570279014604,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,pinball_p10,101.51157614758559,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,pinball_p50,12.289497328598543,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,pinball_p90,7.025704104438821,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,mean_pinball_loss,40.27559252687431,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,empirical_coverage,0.9704510108864697,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,nominal_coverage,0.8,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,coverage_error,0.17045101088646963,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,average_interval_width,1080.603904752509,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,normalized_interval_width,1.0645129804520432,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,below_interval_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,above_interval_frequency,0.029548989113530325,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,raw_crossing_frequency,0.015552099533437015,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,corrected_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,negative_raw_prediction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_A,2,,nighttime_correction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,MAE,174.84859822610983,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,RMSE,221.992693074092,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,WAPE,0.21274806083931744,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,normalized_MAE_by_mean_target,0.21274806083931744,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,bias,-86.08927066749912,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,maximum_absolute_error,727.8297715259032,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,pinball_p10,82.18575414333297,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,pinball_p50,87.42429911305491,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,pinball_p90,29.408657303049964,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,mean_pinball_loss,66.33957018647929,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,empirical_coverage,0.890357698289269,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,nominal_coverage,0.8,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,coverage_error,0.09035769828926898,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,average_interval_width,1069.444292888688,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,normalized_interval_width,1.3012526368299355,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,below_interval_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,above_interval_frequency,0.10964230171073094,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,raw_crossing_frequency,0.005443234836702955,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,corrected_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,negative_raw_prediction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Electronics_E,2,,nighttime_correction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,MAE,115.5888898138506,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,RMSE,150.20846046216346,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,WAPE,0.07301815546032438,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,normalized_MAE_by_mean_target,0.07301815546032438,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,bias,-105.80255654939192,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,maximum_absolute_error,1460.1804472849244,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,pinball_p10,158.30157456751664,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,pinball_p50,57.7944449069253,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,pinball_p90,12.44307457665859,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,mean_pinball_loss,76.17969801703352,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,empirical_coverage,0.8950233281493002,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,nominal_coverage,0.8,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,coverage_error,0.09502332814930015,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,average_interval_width,1669.3351157476777,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,normalized_interval_width,1.0545284342927972,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
